record_id,file,volume,issue,kind,article_title,author,pdf_pages,score,title_hits,danger,sanction,governance,child,exit,clinical,process_allegation,process_assessment,process_intervention,process_review,process_outcome,process_families_present
M-0778,recovered/corpus-v32/iss1/008-review-of-modem-polygamy-in-the-united-states-historical-cultural-and-legal-issues.txt,32,1,book_review,"Review of Modem Polygamy in the United States: Historical, Cultural, and Legal Issues",Christopher James Blythe,4,15,0,0,2,4,4,3,0,1,1,1,4,4,5
M-0791,recovered/corpus-v32/iss2/008-review-of-heaven-s-bride-the-unprintable-life-of-ida-c-craddock-american-mystic-scholar-sexologist-martyr-and.txt,32,2,book_review,"Review of Heaven's Bride: The Unprintable Life of Ida C. Craddock, American Mystic, Scholar, Sexologist, Martyr, and Madwoman",Joshua Fleer,4,14,0,0,1,4,1,1,2,0,0,0,3,0,1
M-0779,recovered/corpus-v32/iss1/009-review-of-the-shakers-through-french-eyes-essays-on-the-shaker-religious-sect-1799-1912.txt,32,1,book_review,"Review of The Shakers through French Eyes: Essays on the Shaker Religious Sect, 1799-1912",Glendyne R. Wergland,4,13,0,0,0,3,4,0,2,1,0,0,5,0,2
M-0777,recovered/corpus-v32/iss1/007-review-of-america-s-spiritual-utopias-the-quest-for-heaven-on-earth.txt,32,1,book_review,Review of America's Spiritual Utopias: The Quest for Heaven on Earth,Timothy Miller,4,12,0,0,0,6,0,0,2,0,1,1,6,2,4
M-0782,recovered/corpus-v32/iss1/012-notes-on-arms-wide-open-a-midwife-s-journey.txt,32,1,article,Notes on Arms Wide Open: A Midwife's Journey,Timothy Miller,2,10,0,3,0,1,0,0,0,0,0,0,1,0,1
M-0781,recovered/corpus-v32/iss1/011-notes-on-across-the-great-divide-a-photo-chronicle-of-the-counterculture.txt,32,1,article,Notes on Across the Great Divide: A Photo Chronicle of the Counterculture,Timothy Miller,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M-0785,recovered/corpus-v32/iss2/002-contents.txt,32,2,contents,Contents,,4,8,0,1,1,1,1,1,0,0,0,0,1,0,1
M-0771,recovered/corpus-v32/iss1/001-front-matter.txt,32,1,front_matter,Front Matter,,4,7,0,0,2,3,0,0,0,0,0,2,2,0,2
M-0772,recovered/corpus-v32/iss1/002-contents.txt,32,1,contents,Contents,,4,7,0,2,0,0,1,0,0,0,0,0,1,0,1
M-0784,recovered/corpus-v32/iss2/001-front-matter.txt,32,2,front_matter,Front Matter,,4,7,0,0,2,3,0,0,0,0,0,2,2,0,2
M-0773,recovered/corpus-v32/iss1/003-from-the-editors.txt,32,1,editorial,From the Editors,"Peter Hoehnle, Carol Medlicott, Joshua Fleer, and Ruth Lambach",3,2,0,0,0,2,0,0,0,0,2,0,2,0,2
M-0786,recovered/corpus-v32/iss2/003-from-the-editors.txt,32,2,editorial,From the Editors,"Peter Hoehnle, Carol Medlicott, Joshua Fleer, and Ruth Lambach",2,1,0,0,0,1,0,0,0,0,0,0,1,0,1
M-0783,recovered/corpus-v32/iss1/013-back-matter.txt,32,1,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-0797,recovered/corpus-v32/iss2/014-back-matter.txt,32,2,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
