record_id,file,volume,issue,kind,article_title,author,pdf_pages,score,title_hits,danger,sanction,governance,child,exit,clinical,process_allegation,process_assessment,process_intervention,process_review,process_outcome,process_families_present
M-0684,recovered/corpus-v29-v30/vol29/iss1/009-the-communal-system-of-the-amana-colonies-impact-of-hired-labor-1884-1932.txt,29,1,article,"The Communal System of the Amana Colonies: Impact of Hired Labor, 1884-1932",Angela Tjaden,17,119,0,1,2,72,10,30,0,4,0,0,1,5,3
M-0701,recovered/corpus-v29-v30/vol29/iss2/008-seeing-the-faces.txt,29,2,article,Seeing the Faces,Laura Kohl Johnston,9,116,0,7,2,11,28,13,13,0,0,3,0,0,1
M-0683,recovered/corpus-v29-v30/vol29/iss1/008-the-communal-wanderings-of-august-jacobi.txt,29,1,article,The Communal Wanderings of August Jacobi,Peter Hoehnle,13,112,0,9,8,35,8,20,2,0,3,4,0,8,3
M-0681,recovered/corpus-v29-v30/vol29/iss1/006-community-sustainability-the-challenge-of-intergenerational-change.txt,29,1,article,Community Sustainability: The Challenge of Intergenerational Change,Peter H. Cock,13,104,0,4,1,34,18,17,7,0,0,1,1,6,3
M-0730,recovered/corpus-v29-v30/vol30/iss2/008-burden-of-light-the-emissary-of-divine-light-myth-system-as-a-unifying-community-force.txt,30,2,article,Burden of Light: The Emissary of Divine Light Myth System as a Unifying Community Force,Sandy Brown Jensen,18,104,0,5,3,28,22,6,9,0,1,1,3,7,4
M-0687,recovered/corpus-v29-v30/vol29/iss1/012-review-of-when-men-become-gods-mormon-polygamist-warren-jeffs-his-cult-of-fear-and-the-women-who-fought-back.txt,29,1,book_review,"Review of When Men Become Gods: Mormon Polygamist Warren Jeffs, His Cult of Fear, and the Women Who Fought Back",Martha Sonntag Bradley,6,93,0,6,8,29,13,8,3,1,1,1,3,1,5
M-0728,recovered/corpus-v29-v30/vol30/iss2/006-how-women-worked-in-the-oneida-community-during-the-1870s.txt,30,2,article,How Women Worked in the Oneida Community during the 1870s,Anthony Wonderly,22,81,0,1,7,18,29,14,1,6,1,4,2,9,5
M-0686,recovered/corpus-v29-v30/vol29/iss1/011-review-of-escape.txt,29,1,book_review,Review of Escape,Martha Sonntag Bradley,5,79,0,6,2,7,26,12,4,1,0,0,4,1,3
M-0713,recovered/corpus-v29-v30/vol30/iss1/005-intentional-communities-and-sustainability.txt,30,1,article,Intentional Communities and Sustainability,Joshua Lockyer,15,76,0,2,3,34,2,1,9,2,2,0,5,9,4
M-0680,recovered/corpus-v29-v30/vol29/iss1/005-response-to-lockyer-s-from-developmental-communalism-to-transformative-utopianism.txt,29,1,article,"Response to Lockyer's ""From Developmental Communalism to Transformative Utopianism""",Donald E. Pitzer,8,72,0,16,3,9,2,1,2,0,1,2,1,0,3
M-0682,recovered/corpus-v29-v30/vol29/iss1/007-zoar-in-the-civil-war-choosing-between-pacifism-and-participation.txt,29,1,article,Zoar in the Civil War: Choosing between Pacifism and Participation,Philip E. Webber,7,71,0,2,6,18,6,23,2,5,0,1,5,1,4
M-0735,recovered/corpus-v29-v30/vol30/iss2/013-review-of-not-without-my-sister-the-true-story-of-three-girls-violated-and-betrayed.txt,30,2,book_review,Review of Not Without My Sister: The True Story of Three Girls Violated and Betrayed,Ruth Lambach,4,70,1,8,2,9,22,8,1,1,0,1,3,0,3
M-0679,recovered/corpus-v29-v30/vol29/iss1/004-from-developmental-communalism-to-transformative-utopianism-an-imagined-conversation-with-donald-pitzer.txt,29,1,article,From Developmental Communalism to Transformative Utopianism: An Imagined Conversation with Donald Pitzer,Joshua Lockyer,15,59,0,0,3,32,2,7,4,0,6,1,0,7,3
M-0717,recovered/corpus-v29-v30/vol30/iss1/009-soul-to-keep.txt,30,1,article,Soul To Keep,Understanding R. Israel,6,56,0,1,2,9,25,3,4,0,1,0,0,1,2
M-0691,recovered/corpus-v29-v30/vol29/iss1/016-review-of-stolen-innocence-my-story-of-growing-up-in-a-polygamous-sect-becoming-a-teenage-bride-and-breaking-f.txt,29,1,book_review,"Review of Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",Etta Madden,4,55,2,8,4,6,13,4,0,1,0,0,4,1,3
M-0733,recovered/corpus-v29-v30/vol30/iss2/011-review-of-wet-hot-and-wild-american-yogi.txt,30,2,book_review,Review of Wet Hot and Wild: American Yogi,Margaret Hollenbach,5,54,0,3,2,9,12,11,3,0,0,1,3,2,3
M-0729,recovered/corpus-v29-v30/vol30/iss2/007-the-jasper-colony-a-german-utopia-on-the-iowa-prairie.txt,30,2,article,The Jasper Colony: A German Utopia on the Iowa Prairie,Peter Hoehnle,10,53,0,2,4,12,24,3,0,2,1,0,3,5,4
M-0734,recovered/corpus-v29-v30/vol30/iss2/012-review-of-jonestown-survivor-an-insider-s-look.txt,30,2,book_review,Review of Jonestown Survivor: An Insider's Look,Ruth Lambach,5,48,0,5,4,9,9,4,1,1,0,3,3,2,4
M-0689,recovered/corpus-v29-v30/vol29/iss1/014-review-of-the-utopian-prince-robert-owen-and-the-search-for-the-millennium.txt,29,1,book_review,Review of The Utopian Prince: Robert Owen and the Search for the Millennium,Jayne Kamau,4,37,0,5,0,0,18,4,0,0,0,0,3,4,2
M-0720,recovered/corpus-v29-v30/vol30/iss1/012-review-of-no-lasting-home-a-year-in-the-paraguayan-wilderness.txt,30,1,book_review,Review of No Lasting Home: A Year in the Paraguayan Wilderness,J. Timothy Johnson,6,35,0,1,1,12,7,5,2,0,0,1,4,10,3
M-0738,recovered/corpus-v29-v30/vol30/iss2/016-review-of-days-of-fire-and-glory-the-rise-and-fall-of-a-charismatic-community.txt,30,2,book_review,Review of Days of Fire and Glory: The Rise and Fall of a Charismatic Community,Chris Rice,6,34,0,2,0,18,8,2,0,2,1,0,3,1,4
M-0707,recovered/corpus-v29-v30/vol29/iss2/014-review-of-acts-of-conscience-christian-nonviolence-and-modem-american-democracy.txt,29,2,book_review,Review of Acts of Conscience: Christian Nonviolence and Modem American Democracy,Dan McKanan,5,32,0,5,1,9,2,4,0,0,0,0,3,0,1
M-0698,recovered/corpus-v29-v30/vol29/iss2/005-internet-technology-s-impact-on-intentional-communities-a-case-study-of-acorn-community.txt,29,2,article,Internet Technology's Impact on Intentional Communities: A Case Study of Acorn Community,Jade Aguilar,9,31,0,1,0,14,0,2,4,0,1,0,0,0,1
M-0721,recovered/corpus-v29-v30/vol30/iss1/013-review-of-architecture-artifacts-and-arts-in-the-harmony-society-of-george-rapp-the-material-culture-of-a-nine.txt,30,1,book_review,"Review of Architecture, Artifacts, and Arts in the Harmony Society of George Rapp: The Material Culture of a Nineteenth-Century American Utopian Community",Lucy Jayne Kamau,4,30,1,7,1,4,0,0,1,0,2,0,3,1,3
M-0706,recovered/corpus-v29-v30/vol29/iss2/013-review-of-paul-tschetter-the-story-of-a-hutterite-immigrant-leader-pioneer-and-pastor.txt,29,2,book_review,"Review of Paul Tschetter: The Story of a Hutterite Immigrant Leader, Pioneer and Pastor",Max Stanton,5,27,1,2,2,4,11,2,0,0,0,0,3,1,2
M-0732,recovered/corpus-v29-v30/vol30/iss2/010-review-of-nightwatch-an-inquiry-into-solitude-alone-on-the-prairie-with-the-hutterites.txt,30,2,book_review,Review of Nightwatch: An Inquiry into Solitude: Alone on the Prairie with the Hutterites,Peter Hoehnle,3,27,0,2,1,2,8,6,1,0,0,1,4,1,3
M-0731,recovered/corpus-v29-v30/vol30/iss2/009-radical-living.txt,30,2,article,Radical Living,Jason Storbakken,5,26,0,1,0,11,5,1,2,1,0,0,0,0,1
M-0737,recovered/corpus-v29-v30/vol30/iss2/015-review-of-droppers-america-s-first-hippie-commune-drop-city.txt,30,2,book_review,"Review of Droppers: America's First Hippie Commune, Drop City",Timothy Miller,4,26,0,1,2,7,0,3,3,0,0,3,3,2,3
M-0685,recovered/corpus-v29-v30/vol29/iss1/010-inspirationist-imprints-in-america-1849-1929-a-bibliography-of-german-language-books-produced-by-the-community.txt,29,1,article,"Inspirationist Imprints in America, 1849-1929: A Bibliography of German-Language Books Produced by the Community of True Inspiration",Lanny Haldy,21,25,0,0,0,5,17,3,0,0,1,0,0,5,2
M-0688,recovered/corpus-v29-v30/vol29/iss1/013-review-of-we-find-no-harm-in-dancing.txt,29,1,book_review,Review of We Find No Harm in Dancing,Christian Goodwillie and Sarah Goeth-Jones,3,19,1,6,0,0,0,1,0,0,1,0,3,0,2
M-0692,recovered/corpus-v29-v30/vol29/iss1/017-review-of-spaced-out-radical-environments-of-the-psychedelic-sixties.txt,29,1,book_review,Review of Spaced Out: Radical Environments of the Psychedelic Sixties,Timothy Miller,3,17,1,0,0,2,0,0,5,0,0,0,3,0,1
M-0718,recovered/corpus-v29-v30/vol30/iss1/010-review-of-manhood-in-the-age-of-aquarius.txt,30,1,book_review,Review of Manhood in the Age of Aquarius,Deborah Altus,3,13,0,2,1,4,0,1,0,0,1,0,4,0,2
M-0736,recovered/corpus-v29-v30/vol30/iss2/014-review-of-millennial-praises-a-shaker-hymnal.txt,30,2,book_review,Review of Millennial Praises: A Shaker Hymnal,Carol Medlicott,4,12,0,0,1,3,0,4,1,1,1,1,3,1,5
M-0690,recovered/corpus-v29-v30/vol29/iss1/015-review-of-y3k.txt,29,1,book_review,Review of Y3K,James J. Kopp,4,11,0,0,0,2,3,0,2,0,2,1,3,2,4
M-0703,recovered/corpus-v29-v30/vol29/iss2/010-review-of-utopias-in-american-history.txt,29,2,book_review,Review of Utopias in American History,Lucy Jayne Kamau,3,10,0,3,0,0,1,0,0,0,0,0,4,0,1
M-0719,recovered/corpus-v29-v30/vol30/iss1/011-review-of-kingdom-to-commune-protestant-pacifist-culture-between-world-war-i-and-the-vietnam-war.txt,30,1,book_review,Review of Kingdom to Commune: Protestant Pacifist Culture between World War I and the Vietnam War,Timothy Miller,3,9,0,2,0,2,1,0,0,0,0,0,4,1,2
M-0704,recovered/corpus-v29-v30/vol29/iss2/011-review-of-eden-within-eden-oregon-s-utopian-heritage.txt,29,2,book_review,Review of Eden Within Eden: Oregon's Utopian Heritage,Charles P. LeWarne,4,7,0,0,1,1,3,1,0,0,0,0,5,0,1
M-0705,recovered/corpus-v29-v30/vol29/iss2/012-review-of-a-planetary-sojourn-stories-articles-essays-letters-and-four-recipes-for-bliss.txt,29,2,book_review,"Review of A Planetary Sojourn: Stories, Articles, Essays, Letters and Four Recipes for Bliss",Timothy Miller,3,4,0,0,0,1,1,2,0,0,0,0,3,0,1
M-0677,recovered/corpus-v29-v30/vol29/iss1/002-contents.txt,29,1,contents,Contents,,5,14,0,2,1,0,2,1,1,0,0,0,1,0,1
M-0676,recovered/corpus-v29-v30/vol29/iss1/001-front-matter.txt,29,1,front_matter,Front Matter,,4,13,0,0,2,5,0,1,1,0,1,2,2,0,3
M-0710,recovered/corpus-v29-v30/vol30/iss1/002-contents.txt,30,1,contents,Contents,,4,11,0,2,1,0,1,2,0,0,0,0,1,0,1
M-0694,recovered/corpus-v29-v30/vol29/iss2/001-front-matter.txt,29,2,front_matter,Front Matter,,4,10,0,0,2,5,0,1,0,0,1,2,2,0,3
M-0709,recovered/corpus-v29-v30/vol30/iss1/001-front-matter.txt,30,1,front_matter,Front Matter,,4,10,0,0,2,5,0,1,0,0,1,2,2,0,3
M-0723,recovered/corpus-v29-v30/vol30/iss2/001-front-matter.txt,30,2,front_matter,Front Matter,,4,10,0,0,2,5,0,1,0,0,1,2,2,0,3
M-0711,recovered/corpus-v29-v30/vol30/iss1/003-from-the-editor.txt,30,1,editorial,From the Editor,Rod Janzen,2,8,0,1,0,3,1,1,0,0,0,0,3,0,1
M-0695,recovered/corpus-v29-v30/vol29/iss2/002-contents.txt,29,2,contents,Contents,,4,7,0,1,1,1,0,1,0,0,0,0,1,0,1
M-0678,recovered/corpus-v29-v30/vol29/iss1/003-from-the-editor.txt,29,1,editorial,From the Editor,Rod Janzen,2,3,0,1,0,0,0,0,0,0,1,0,1,0,2
M-0696,recovered/corpus-v29-v30/vol29/iss2/003-from-the-editor.txt,29,2,editorial,From the Editor,Rod Janzen,2,3,0,1,0,0,0,0,0,0,0,0,1,0,1
M-0724,recovered/corpus-v29-v30/vol30/iss2/002-contents.txt,30,2,contents,Contents,,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1
M-0693,recovered/corpus-v29-v30/vol29/iss1/018-back-matter.txt,29,1,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-0708,recovered/corpus-v29-v30/vol29/iss2/015-back-matter.txt,29,2,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-0722,recovered/corpus-v29-v30/vol30/iss1/014-back-matter.txt,30,1,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-0725,recovered/corpus-v29-v30/vol30/iss2/003-from-the-editor.txt,30,2,editorial,From the Editor,Rod Janzen,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
M-0739,recovered/corpus-v29-v30/vol30/iss2/017-back-matter.txt,30,2,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
