record_id,file,volume,issue,kind,article_title,author,pdf_pages,score,title_hits,danger,sanction,governance,child,exit,clinical,process_allegation,process_assessment,process_intervention,process_review,process_outcome,process_families_present
M-0765,recovered/corpus-v31/vol31/iss2/010-review-of-from-new-lanark-to-mound-bayou-owenism-in-the-mississippi-delta.txt,31,2,book_review,Review of From New Lanark to Mound Bayou: Owenism in the Mississippi Delta,Lucy Jayne Kamau,3,46,0,12,0,3,4,0,1,0,0,1,3,0,2
M-0746,recovered/corpus-v31/vol31/iss1/007-review-of-snow-hill-in-the-shadows-of-the-ephrata-cloister.txt,31,1,book_review,Review of Snow Hill: In the Shadows of the Ephrata Cloister,Walter A. Brumm,6,42,0,3,5,11,8,4,0,0,1,0,5,3,3
M-0763,recovered/corpus-v31/vol31/iss2/008-thickened-light-and-the-lengthened-shadow-of-charles-e-dederich.txt,31,2,article,"""Thickened Light"" and the Lengthened Shadow of Charles E. Dederich",Elena Broslovsky,5,33,0,2,3,2,1,3,5,0,1,1,0,1,3
M-0747,recovered/corpus-v31/vol31/iss1/008-review-of-scattering-of-the-saints-schism-within-mormonism.txt,31,1,book_review,Review of Scattering of the Saints: Schism within Mormonism,Holly Folk,4,27,1,1,0,10,2,9,1,0,0,1,3,1,3
M-0769,recovered/corpus-v31/vol31/iss2/014-review-of-the-double-rainbow-james-k-baxter-ngati-hau-and-the-jerusalem-commune.txt,31,2,book_review,"Review of The Double Rainbow: James K. Baxter, Ngati Hau and the Jerusalem Commune",Bill Metcalf,4,20,0,0,1,8,3,4,1,1,0,0,3,1,3
M-0753,recovered/corpus-v31/vol31/iss1/014-review-of-for-all-the-people-uncovering-the-hidden-history-of-cooperation-cooperative-movements-and-communalis.txt,31,1,book_review,"Review of For All the People: Uncovering the Hidden History of Cooperation, Cooperative Movements and Communalism in America",Chris Rice,4,15,0,2,2,2,0,0,1,0,0,1,4,0,2
M-0748,recovered/corpus-v31/vol31/iss1/009-review-of-gather-up-the-fragments-the-andrews-shaker-collection.txt,31,1,book_review,Review of Gather Up the Fragments: The Andrews Shaker Collection,Lawrence Foster,5,10,0,0,1,7,1,0,0,0,0,0,3,2,2
M-0752,recovered/corpus-v31/vol31/iss1/013-review-of-religion-and-profit-moravians-in-early-america.txt,31,1,book_review,Review of Religion and Profit: Moravians in Early America,Denise A. Seachrist,3,10,0,1,2,2,0,1,0,0,2,0,3,3,3
M-0750,recovered/corpus-v31/vol31/iss1/011-review-of-the-roots-of-concern-writings-on-anabaptist-renewal-1952-1957.txt,31,1,book_review,"Review of The Roots of CONCERN: Writings on Anabaptist Renewal, 1952-1957",David Lukens,4,9,0,0,0,8,0,1,0,0,0,0,4,1,2
M-0751,recovered/corpus-v31/vol31/iss1/012-review-of-in-utopia-six-kinds-of-eden-and-the-search-for-a-better-paradise.txt,31,1,book_review,Review of In Utopia: Six Kinds of Eden and the Search for a Better Paradise,Etta M. Madden,5,9,0,2,0,2,1,0,0,0,0,0,3,0,1
M-0767,recovered/corpus-v31/vol31/iss2/012-review-of-an-honorable-harvest-shakers-and-the-natural-world.txt,31,2,book_review,Review of An Honorable Harvest: Shakers and the Natural World,Carol Medlicott,5,9,0,1,0,0,0,3,1,0,0,1,3,1,3
M-0768,recovered/corpus-v31/vol31/iss2/013-review-of-where-community-happens-the-kibbutz-and-the-philosophy-of-communalism.txt,31,2,book_review,Review of Where Community Happens: The Kibbutz and the Philosophy of Communalism,Bill Metcalf,4,7,0,0,0,5,2,0,0,0,1,0,3,1,3
M-0766,recovered/corpus-v31/vol31/iss2/011-review-of-camphill-from-founding-seed-to-worldwide-movement.txt,31,2,book_review,Review of Camphill: From Founding Seed to Worldwide Movement,Dan McKanan,2,1,0,0,0,0,1,0,0,0,0,0,3,0,1
M-0740,recovered/corpus-v31/vol31/iss1/001-front-matter.txt,31,1,front_matter,Front Matter,,4,13,0,0,2,5,0,1,1,0,1,2,2,0,3
M-0756,recovered/corpus-v31/vol31/iss2/001-front-matter.txt,31,2,front_matter,Front Matter,,4,13,0,0,2,5,0,1,1,0,1,2,2,0,3
M-0741,recovered/corpus-v31/vol31/iss1/002-contents.txt,31,1,contents,Contents,,4,4,0,0,1,0,0,2,0,0,0,0,1,0,1
M-0758,recovered/corpus-v31/vol31/iss2/003-contents.txt,31,2,contents,Contents,,5,4,0,0,1,0,1,1,0,0,0,0,3,0,1
M-0757,recovered/corpus-v31/vol31/iss2/002-from-the-editor.txt,31,2,editorial,From the Editor,Rod Janzen,2,2,0,0,0,2,0,0,0,0,0,0,2,0,1
M-0742,recovered/corpus-v31/vol31/iss1/003-from-the-editor.txt,31,1,editorial,From the Editor,Rod Janzen,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2
M-0755,recovered/corpus-v31/vol31/iss1/016-back-matter.txt,31,1,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-0770,recovered/corpus-v31/vol31/iss2/015-back-matter.txt,31,2,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
