record_id,file,volume,issue,kind,article_title,author,pdf_pages,score,title_hits,danger,sanction,governance,child,exit,clinical,process_allegation,process_assessment,process_intervention,process_review,process_outcome,process_families_present
M-0881,recovered/corpus-v35/vol35/iss2/007-review-of-heavens-gate-americas-ufo-religion.txt,35,2,book_review,Review of Heavenâ•Žs Gate: Americaâ•Žs UFO Religion,Torang Asadi,4,31,0,6,3,6,0,1,0,1,2,0,8,1,4
M-0873,recovered/corpus-v35/vol35/iss1/011-review-of-the-practical-anarchist-writings-of-josiah-warren.txt,35,1,book_review,Review of The Practical Anarchist: Writings of Josiah Warren,Susan Love Brown,4,24,0,3,1,4,4,2,1,0,0,0,5,0,1
M-0874,recovered/corpus-v35/vol35/iss1/012-review-of-the-shakers-of-white-water-ohio-18231916.txt,35,1,book_review,"Review of The Shakers of White Water, Ohio, 1823â•fi1916",Marc A. Rhorer,5,22,0,0,3,7,5,1,1,0,1,1,8,2,4
M-0886,recovered/corpus-v35/vol35/iss2/012-review-of-trying-home-the-rise-and-fall-of-an-anarchist-utopia-on-puget-sound.txt,35,2,book_review,Review of Trying Home: The Rise and Fall of an Anarchist Utopia on Puget Sound,Charles P. LeWarne,4,21,0,2,2,2,3,3,1,0,0,1,7,4,3
M-0885,recovered/corpus-v35/vol35/iss2/011-review-of-growing-up-amish-the-rumspringa-years.txt,35,2,book_review,Review of Growing Up Amish: The Rumspringa Years,Rod Janzen,3,17,0,2,0,0,6,2,1,0,0,0,4,0,1
M-0887,recovered/corpus-v35/vol35/iss2/013-review-of-the-worthy-virgin-mary-purnell-and-her-city-of-david.txt,35,2,book_review,Review of The Worthy Virgin: Mary Purnell and Her City of David,Heather Van Wormer,4,17,0,0,1,7,3,5,0,0,2,0,5,1,3
M-0871,recovered/corpus-v35/vol35/iss1/009-review-of-the-inspirationists-17141932.txt,35,1,book_review,"Review of The Inspirationists, 1714â•fi1932",Jonathan Andelson,5,13,0,1,0,9,0,1,0,0,0,0,7,0,1
M-0883,recovered/corpus-v35/vol35/iss2/009-review-of-shaker-cut-and-fold-booklets-unfolding-the-gift-drawings-of-emily-babcock.txt,35,2,book_review,Review of Shaker Cut-and-Fold Booklets: Unfolding the Gift Drawings of Emily Babcock,Elizabeth De Wolfe,4,11,0,0,0,4,5,2,0,0,0,0,5,0,1
M-0888,recovered/corpus-v35/vol35/iss2/014-review-of-a-descriptive-bibliography-of-imprints-from-the-israelite-house-of-david-and-marys-city-of-david-190.txt,35,2,book_review,"Review of A Descriptive Bibliography of Imprints from the Israelite House of David and Maryâ•Žs City of David, 1902â•fi2010",Heather Van Wormer,4,11,0,0,2,3,0,4,0,0,2,1,4,1,4
M-0882,recovered/corpus-v35/vol35/iss2/008-review-of-building-zion-the-material-world-of-mormon-settlement.txt,35,2,book_review,Review of Building Zion: The Material World of Mormon Settlement,Martha Bradley-Evans,6,8,0,0,0,1,4,0,1,1,1,1,5,2,5
M-0872,recovered/corpus-v35/vol35/iss1/010-review-of-remembering-iosepa-history-place-and-religion-in-the-american-west.txt,35,1,book_review,"Review of Remembering Iosepa: History, Place, and Religion in the American West",D. E. Mills Jr.,4,7,0,0,1,1,0,1,1,0,0,1,6,0,2
M-0884,recovered/corpus-v35/vol35/iss2/010-review-of-picturing-the-shakers-in-the-era-of-manifestations.txt,35,2,book_review,Review of Picturing the Shakers in the Era of Manifestations,Scott De Wolfe,3,6,0,0,0,0,0,6,0,0,0,0,4,0,1
M-0864,recovered/corpus-v35/vol35/iss1/002-from-the-editors.txt,35,1,editorial,From the Editors,"Carol Medlicott, Heather Van Wormer, and Susan Love Brown",2,9,0,0,1,3,0,1,1,0,1,0,3,0,2
M-0876,recovered/corpus-v35/vol35/iss2/002-from-the-editors.txt,35,2,editorial,From the Editors,"Carol Medlicott, Joshua Fleer, Heather Van Wormer, and Susan Love Brown",2,9,0,0,1,3,0,1,1,0,1,0,3,0,2
M-0863,recovered/corpus-v35/vol35/iss1/001-contents.txt,35,1,contents,Contents,,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1
M-0875,recovered/corpus-v35/vol35/iss2/001-contents.txt,35,2,contents,Contents,,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1
