record_id,file,volume,issue,kind,article_title,author,pdf_pages,score,title_hits,danger,sanction,governance,child,exit,clinical,process_allegation,process_assessment,process_intervention,process_review,process_outcome,process_families_present
M-0846,recovered/corpus-v34/vol34/iss1/013-review-of-thin-description-ethnography-and-the-african-hebrew-israelites-of-jerusalem.txt,34,1,book_review,Review of Thin Description: Ethnography and the African Hebrew Israelites of Jerusalem,Emily Suzanne Clark,4,18,0,0,3,9,0,3,0,0,1,1,7,0,3
M-0860,recovered/corpus-v34/vol34/iss2/009-review-of-latino-mennonites-civil-rights-faith-and-evangelical-culture.txt,34,2,book_review,"Review of Latino Mennonites: Civil Rights, Faith, and Evangelical Culture",Ronald J. Morgan,5,18,0,0,0,13,2,0,1,0,2,0,5,6,3
M-0850,recovered/corpus-v34/vol34/iss1/017-review-of-the-senses-in-religious-communities-1600-1800-early-modem-convents-of-pleasure.txt,34,1,book_review,"Review of The Senses in Religious Communities, 1600-1800: Early Modem ""Convents of Pleasure""",Edmund H. Wareham,4,15,0,0,3,6,0,0,1,1,0,1,7,2,4
M-0843,recovered/corpus-v34/vol34/iss1/010-review-of-richard-mcnemar-music-and-the-western-shaker-communities-branches-of-one-living-tree.txt,34,1,book_review,"Review of Richard McNemar, Music, and the Western Shaker Communities: Branches of One Living Tree",Stephen J. Stein,4,13,0,0,0,4,3,3,1,0,2,1,4,1,4
M-0859,recovered/corpus-v34/vol34/iss2/008-review-of-trouble-in-goshen-plain-folk-roosevelt-jesus-and-marx-in-the-great-depression-south.txt,34,2,book_review,"Review of Trouble in Goshen: Plain Folk, Roosevelt, Jesus, and Marx in the Great Depression South",Robert Hunt Ferguson,5,13,0,0,1,10,1,0,0,1,2,0,6,1,4
M-0844,recovered/corpus-v34/vol34/iss1/011-review-of-yearning-for-the-new-age-laura-holloway-langford-and-late-victorian-spirituality.txt,34,1,book_review,Review of Yearning for the New Age: Laura Holloway-Langford and Late Victorian Spirituality,John L. Crow,4,7,0,0,0,3,0,1,1,0,1,0,5,2,3
M-0847,recovered/corpus-v34/vol34/iss1/014-review-of-ecovillages-lessons-for-sustainable-community.txt,34,1,book_review,Review of Ecovillages: Lessons for Sustainable Community,William J. Metcalf,4,5,0,0,0,4,0,1,0,0,0,0,4,2,2
M-0852,recovered/corpus-v34/vol34/iss2/001-front-matter.txt,34,2,front_matter,Front Matter,,4,8,0,0,2,2,0,2,0,0,0,2,3,0,2
M-0853,recovered/corpus-v34/vol34/iss2/002-contents.txt,34,2,contents,Contents,,3,7,0,1,1,1,0,1,0,0,0,0,1,0,1
M-0834,recovered/corpus-v34/vol34/iss1/001-front-matter.txt,34,1,front_matter,Front Matter,,4,6,0,0,2,2,0,0,0,0,0,2,3,0,2
M-0854,recovered/corpus-v34/vol34/iss2/003-from-the-editors.txt,34,2,editorial,From the Editors,"Peter Hoehnle, Carol Medlicott, Joshua Fleer, Heather Van Wormer, Ruth Lambach, and Susan Love Brown",3,5,0,0,0,4,0,1,0,0,0,0,5,0,1
M-0835,recovered/corpus-v34/vol34/iss1/002-table-of-contents.txt,34,1,table_of_contents,Table of Contents,,4,3,0,0,1,0,1,0,0,0,0,0,1,0,1
M-0836,recovered/corpus-v34/vol34/iss1/003-from-the-editors.txt,34,1,editorial,From the Editors,"Peter Hoehnle, Joshua Fleer, Carol Medlicott, and Ruth Lambach",2,1,0,0,0,1,0,0,0,0,0,0,3,0,1
M-0851,recovered/corpus-v34/vol34/iss1/018-back-matter.txt,34,1,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-0862,recovered/corpus-v34/vol34/iss2/011-back-matter.txt,34,2,back_matter,Back Matter,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
